id,left,top,right,bottom,row_index,col_index
566,130.000000000000000,20.000000000000000,140.000000000000000,10.000000000000000,7,31
567,130.000000000000000,10.000000000000000,140.000000000000000,0.000000000000000,8,31
568,130.000000000000000,0.000000000000000,140.000000000000000,-10.000000000000000,9,31
569,130.000000000000000,-10.000000000000000,140.000000000000000,-20.000000000000000,10,31
570,130.000000000000000,-20.000000000000000,140.000000000000000,-30.000000000000000,11,31
571,130.000000000000000,-30.000000000000000,140.000000000000000,-40.000000000000000,12,31
578,140.000000000000000,80.000000000000000,150.000000000000000,70.000000000000000,1,32
579,140.000000000000000,70.000000000000000,150.000000000000000,60.000000000000000,2,32
580,140.000000000000000,60.000000000000000,150.000000000000000,50.000000000000000,3,32
581,140.000000000000000,50.000000000000000,150.000000000000000,40.000000000000000,4,32
582,140.000000000000000,40.000000000000000,150.000000000000000,30.000000000000000,5,32
583,140.000000000000000,30.000000000000000,150.000000000000000,20.000000000000000,6,32
584,140.000000000000000,20.000000000000000,150.000000000000000,10.000000000000000,7,32
585,140.000000000000000,10.000000000000000,150.000000000000000,0.000000000000000,8,32
586,140.000000000000000,0.000000000000000,150.000000000000000,-10.000000000000000,9,32
587,140.000000000000000,-10.000000000000000,150.000000000000000,-20.000000000000000,10,32
588,140.000000000000000,-20.000000000000000,150.000000000000000,-30.000000000000000,11,32
589,140.000000000000000,-30.000000000000000,150.000000000000000,-40.000000000000000,12,32
590,140.000000000000000,-40.000000000000000,150.000000000000000,-50.000000000000000,13,32
596,150.000000000000000,80.000000000000000,160.000000000000000,70.000000000000000,1,33
597,150.000000000000000,70.000000000000000,160.000000000000000,60.000000000000000,2,33
598,150.000000000000000,60.000000000000000,160.000000000000000,50.000000000000000,3,33
599,150.000000000000000,50.000000000000000,160.000000000000000,40.000000000000000,4,33
601,150.000000000000000,30.000000000000000,160.000000000000000,20.000000000000000,6,33
603,150.000000000000000,10.000000000000000,160.000000000000000,0.000000000000000,8,33
604,150.000000000000000,0.000000000000000,160.000000000000000,-10.000000000000000,9,33
605,150.000000000000000,-10.000000000000000,160.000000000000000,-20.000000000000000,10,33
606,150.000000000000000,-20.000000000000000,160.000000000000000,-30.000000000000000,11,33
